val_acc;test_acc;config
0.8999999761581421;0.8500000238418579;{'data_root': '../uvnet_data/abc_sub_mu_only', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/extrude'], 'l2': 0.1, 'version': 120, 'trial': 0}
0.949999988079071;0.800000011920929;{'data_root': '../uvnet_data/abc_sub_mu_only', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/extrude'], 'l2': 0.001, 'version': 121, 'trial': 0}
0.8999999761581421;0.949999988079071;{'data_root': '../uvnet_data/abc_sub_mu_only', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/extrude'], 'l2': 0.0, 'version': 122, 'trial': 0}
0.800000011920929;0.949999988079071;{'data_root': '../psnet_data/abc_all', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/extrude'], 'l2': 0.1, 'version': 123, 'trial': 0}
0.949999988079071;0.8500000238418579;{'data_root': '../psnet_data/abc_all', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/extrude'], 'l2': 0.001, 'version': 124, 'trial': 0}
0.8500000238418579;1.0;{'data_root': '../psnet_data/abc_all', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/extrude'], 'l2': 0.0, 'version': 125, 'trial': 0}
0.5;1.0;{'data_root': '../uvnet_data/abc_sub_mu_only', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/wheel'], 'l2': 0.1, 'version': 126, 'trial': 0}
0.875;0.625;{'data_root': '../uvnet_data/abc_sub_mu_only', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/wheel'], 'l2': 0.001, 'version': 127, 'trial': 0}
0.75;0.875;{'data_root': '../uvnet_data/abc_sub_mu_only', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/wheel'], 'l2': 0.0, 'version': 128, 'trial': 0}
0.625;0.75;{'data_root': '../psnet_data/abc_all', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/wheel'], 'l2': 0.1, 'version': 129, 'trial': 0}
0.875;0.625;{'data_root': '../psnet_data/abc_all', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/wheel'], 'l2': 0.001, 'version': 130, 'trial': 0}
0.875;0.625;{'data_root': '../psnet_data/abc_all', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/wheel'], 'l2': 0.0, 'version': 131, 'trial': 0}
0.9791666865348816;0.9632936716079712;{'data_root': '../uvnet_data/abc_sub_mu_only', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/angular'], 'l2': 0.1, 'version': 132, 'trial': 0}
1.0;0.9895833730697632;{'data_root': '../uvnet_data/abc_sub_mu_only', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/angular'], 'l2': 0.001, 'version': 133, 'trial': 0}
0.947420597076416;0.9895833730697632;{'data_root': '../uvnet_data/abc_sub_mu_only', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/angular'], 'l2': 0.0, 'version': 134, 'trial': 0}
0.9895833730697632;0.9528769850730896;{'data_root': '../psnet_data/abc_all', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/angular'], 'l2': 0.1, 'version': 135, 'trial': 0}
0.96875;1.0;{'data_root': '../psnet_data/abc_all', 'cats_dirs': ['abc_quant_data/image_cats/cookie_cutter', 'abc_quant_data/image_cats/angular'], 'l2': 0.001, 'version': 136, 'trial': 0}
